dimension1	dimension1 (2)	dimension2	medida
Servicios	K6619 Otras actividades auxiliares a las actividades de servicios financieros.	18 Tungurahua	0
Servicios	K6611 Administración de mercados financieros.	18 Tungurahua	0
Servicios	K6520 Reaseguros.	18 Tungurahua	0
Servicios	K6511 Seguros de vida.	18 Tungurahua	0
Servicios	K6499 Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones, n.c.p.	18 Tungurahua	0
Servicios	K6492 Otras actividades de concesión de crédito.	18 Tungurahua	0
Servicios	K6430 Fondos y sociedades de inversión y entidades financieras similares.	18 Tungurahua	0
Servicios	K6420 Actividades de sociedades de cartera.	18 Tungurahua	0
Servicios	K6419 Otros tipos de intermediación monetaria.	18 Tungurahua	0
Servicios	J6399 Otras actividades de servicios de información n.c.p.	18 Tungurahua	0
Servicios	J6312 Portales web.	18 Tungurahua	0
Servicios	J6311 Procesamiento de datos, hospedaje y actividades conexas.	18 Tungurahua	0
Servicios	J6209 Otras actividades de tecnología de la información y de servicios informáticos.	18 Tungurahua	nan
Servicios	J6202 Actividades de consultoría de informática y de gestión de instalaciones informáticas.	18 Tungurahua	0
Servicios	J6201 Actividades de programación informática.	18 Tungurahua	0
Servicios	J6190 Otras actividades de telecomunicaciones.	18 Tungurahua	0
Servicios	J6130 Actividades de telecomunicaciones por satélite.	18 Tungurahua	0
Servicios	J6120 Actividades de telecomunicaciones inalámbricas.	18 Tungurahua	0
Servicios	J6110 Actividades de telecomunicaciones alámbrica.	18 Tungurahua	0
Servicios	J6010 Transmisiones de radio.	18 Tungurahua	0
Servicios	J5920 Actividades de grabación de sonido y edición de música.	18 Tungurahua	nan
Servicios	J5912 Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión.	18 Tungurahua	0
Servicios	J5911 Actividades de producción de películas cinematográficas, vídeos y programas de televisión.	18 Tungurahua	nan
Servicios	J5819 Otras publicaciones.	18 Tungurahua	0
Servicios	J5813 Publicación de periódicos, diarios y revistas.	18 Tungurahua	0
Servicios	J5811 Publicación de libros, periódicos y otras actividades de publicación.	18 Tungurahua	0
Servicios	I5630 Actividades de servicio de bebidas.	18 Tungurahua	0
Servicios	I5629 Otras actividades de servicio de comidas.	18 Tungurahua	0
Servicios	I5621 Suministro de comidas por encargo.	18 Tungurahua	0
Servicios	I5610 Actividades de restaurantes y de servicio móvil de comidas.	18 Tungurahua	0
Servicios	I5520 Actividades de campamentos, parques de vehículos de recreo y parques de caravanas.	18 Tungurahua	0
Servicios	I5510 Actividades de alojamiento para estancias cortas.	18 Tungurahua	0
Servicios	H5320 Actividades de mensajería.	18 Tungurahua	0
Servicios	H5310 Actividades postales.	18 Tungurahua	0
Servicios	H5229 Otras actividades de apoyo al transporte.	18 Tungurahua	0
Servicios	H5224 Manipulación de carga.	18 Tungurahua	0
Servicios	H5221 Actividades de servicios vinculadas al transporte terrestre.	18 Tungurahua	0
Servicios	H5210 Almacenamiento y depósito.	18 Tungurahua	nan
Servicios	H4923 Transporte de carga por carretera.	18 Tungurahua	3,1
Servicios	H4922 Otras actividades de transporte de pasajeros por vía terrestre.	18 Tungurahua	0
Servicios	H4921 Transporte urbano y suburbano de pasajeros por vía terrestre.	18 Tungurahua	0
Servicios	H4912 Transporte de carga por ferrocarril.	18 Tungurahua	nan
Servicios	E3830 Recuperación de materiales.	18 Tungurahua	0
Servicios	E3811 Recolección de desechos no peligrosos.	18 Tungurahua	0
Servicios	E3700 Evacuación de aguas residuales.	18 Tungurahua	0
Servicios	E3600 Captación, tratamiento y distribución de agua.	18 Tungurahua	0
Servicios	D3530 Suministro de vapor y de aire acondicionado.	18 Tungurahua	0
Servicios	"D3520 Fabricación de gas; distribución de combustibles gaseosos por tuberías."	18 Tungurahua	0
Servicios	D3510 Generación, transmisión y distribución de energía eléctrica.	18 Tungurahua	0
Servicios	S9609 Otras actividades de servicios personales n.c.p.	19 Zamora Chinchipe	0
Servicios	S9602 Actividades de peluquería y otros tratamientos de belleza.	19 Zamora Chinchipe	0
Servicios	S9601 Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel.	19 Zamora Chinchipe	0
Servicios	S9529 Reparación de otros bienes personales y enseres domésticos.	19 Zamora Chinchipe	nan
Servicios	S9523 Reparación de calzado y artículos de cuero.	19 Zamora Chinchipe	nan
Servicios	S9522 Reparación de aparatos de uso doméstico y equipo doméstico y de jardinería.	19 Zamora Chinchipe	nan
Servicios	S9521 Reparación de aparatos electrónicos de consumo.	19 Zamora Chinchipe	nan
Servicios	S9512 Reparación de equipo de comunicaciones.	19 Zamora Chinchipe	nan
Servicios	S9511 Reparación de computadoras y equipo periférico.	19 Zamora Chinchipe	0
Servicios	S9499 Actividades de otras asociaciones n.c.p.	19 Zamora Chinchipe	0
Servicios	S9491 Actividades de organizaciones religiosas.	19 Zamora Chinchipe	0
Servicios	S9420 Actividades de sindicatos.	19 Zamora Chinchipe	0
Servicios	S9411 Actividades de asociaciones empresariales y de empleadores.	19 Zamora Chinchipe	0
Servicios	R9329 Otras actividades de esparcimiento y recreativas n.c.p.	19 Zamora Chinchipe	0
Servicios	R9321 Actividades de parques de atracciones y parques temáticos.	19 Zamora Chinchipe	0
Servicios	R9319 Otras actividades deportivas.	19 Zamora Chinchipe	0
Servicios	R9312 Actividades de clubes deportivos.	19 Zamora Chinchipe	0
Servicios	R9311 Explotación de instalaciones deportivas.	19 Zamora Chinchipe	0
Servicios	R9000 Actividades creativas, artísticas y de entretenimiento.	19 Zamora Chinchipe	0
Servicios	Q8890 Otras actividades de asistencia social sin alojamiento.	19 Zamora Chinchipe	0
Servicios	Q8810 Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad.	19 Zamora Chinchipe	0
Servicios	Q8790 Otras actividades de atención en instituciones.	19 Zamora Chinchipe	0
Servicios	Q8710 Actividades de atención de enfermería en instituciones.	19 Zamora Chinchipe	0
Servicios	Q8690 Otras actividades de atención de la salud humana.	19 Zamora Chinchipe	0
Servicios	Q8620 Actividades de médicos y odontólogos.	19 Zamora Chinchipe	0
Servicios	Q8610 Actividades de hospitales y clínicas.	19 Zamora Chinchipe	0
Servicios	P8549 Otros tipos de enseñanza n.c.p.	19 Zamora Chinchipe	0
Servicios	P8542 Enseñanza cultural.	19 Zamora Chinchipe	nan
Servicios	P8541 Enseñanza deportiva y recreativa.	19 Zamora Chinchipe	0
Servicios	P8530 Enseñanza superior.	19 Zamora Chinchipe	0
Servicios	P8521 Enseñanza secundaria de formación general.	19 Zamora Chinchipe	nan
Servicios	P8510 Enseñanza preprimaria y primaria.	19 Zamora Chinchipe	0
Servicios	O8430 Actividades de planes de seguridad social de afiliación obligatoria.	19 Zamora Chinchipe	nan
Servicios	O8423 Actividades de mantenimiento del orden público y de seguridad.	19 Zamora Chinchipe	0
Servicios	O8422 Actividades de defensa.	19 Zamora Chinchipe	nan
Servicios	O8413 Regulación y facilitación de la actividad económica.	19 Zamora Chinchipe	0
Servicios	O8412 Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios	19 Zamora Chinchipe	nan
Servicios	O8411 Actividades de la administración pública en general.	19 Zamora Chinchipe	nan
Servicios	N8292 Actividades de envasado y empaquetado.	19 Zamora Chinchipe	nan
Servicios	N8230 Organización de convenciones y exposiciones comerciales.	19 Zamora Chinchipe	0
Servicios	N8219 Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina.	19 Zamora Chinchipe	nan
Servicios	N8211 Actividades combinadas de servicios administrativos de oficina.	19 Zamora Chinchipe	0
Servicios	N8130 Actividades de paisajismo y servicios de mantenimiento conexos.	19 Zamora Chinchipe	0
Servicios	N8129 Otras actividades de limpieza de edificios e instalaciones industriales.	19 Zamora Chinchipe	0
Servicios	N8121 Limpieza general de edificios.	19 Zamora Chinchipe	0
Servicios	N8110 Actividades combinadas de apoyo a instalaciones.	19 Zamora Chinchipe	0
Servicios	N8010 Actividades de seguridad privada.	19 Zamora Chinchipe	0
Servicios	N7990 Otros servicios de reservas y actividades conexas.	19 Zamora Chinchipe	0
Servicios	N7912 Actividades de operadores turísticos.	19 Zamora Chinchipe	0
Servicios	N7911 Actividades de agencias de viajes.	19 Zamora Chinchipe	0
Servicios	N7730 Alquiler de otros tipos de maquinaria, equipo y bienes tangibles.	19 Zamora Chinchipe	0
Servicios	N7729 Alquiler otros efectos personales y artículos de uso domésticos.	19 Zamora Chinchipe	nan
Servicios	N7722 Alquiler de cintas de video y discos.	19 Zamora Chinchipe	0
Servicios	N7710 Alquiler de vehículos automotores.	19 Zamora Chinchipe	0
Servicios	M7500 Actividades veterinarias.	19 Zamora Chinchipe	0
Servicios	M7490 Otras actividades profesionales, científicas y técnicas n.c.p.	19 Zamora Chinchipe	0
Servicios	M7420 Actividades de fotografía.	19 Zamora Chinchipe	nan
Servicios	M7410 Actividades especializadas de diseño.	19 Zamora Chinchipe	0
Servicios	M7310 Publicidad.	19 Zamora Chinchipe	nan
Servicios	M7110 Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica.	19 Zamora Chinchipe	0
Servicios	M7020 Actividades de consultoría de gestión.	19 Zamora Chinchipe	0
Servicios	M7010 Actividades de oficinas principales.	19 Zamora Chinchipe	0
Servicios	"M6920 Actividades de contabilidad, teneduría de libros y auditorias; consultoría fiscal."	19 Zamora Chinchipe	0
Servicios	M6910 Actividades jurídicas.	19 Zamora Chinchipe	0
Servicios	L6820 Actividades inmobiliarias realizadas a cambio de una retribución o por contrato.	19 Zamora Chinchipe	0
Servicios	L6810 Actividades inmobiliarias realizadas con bienes propios o arrendados.	19 Zamora Chinchipe	0
Servicios	K6622 Actividades de los agentes y corredores de seguro.	19 Zamora Chinchipe	0
Servicios	K6492 Otras actividades de concesión de crédito.	19 Zamora Chinchipe	0
Servicios	K6419 Otros tipos de intermediación monetaria.	19 Zamora Chinchipe	0
Servicios	J6311 Procesamiento de datos, hospedaje y actividades conexas.	19 Zamora Chinchipe	nan
Servicios	J6202 Actividades de consultoría de informática y de gestión de instalaciones informáticas.	19 Zamora Chinchipe	nan
Servicios	J6201 Actividades de programación informática.	19 Zamora Chinchipe	0
Servicios	J6190 Otras actividades de telecomunicaciones.	19 Zamora Chinchipe	0
Servicios	J6120 Actividades de telecomunicaciones inalámbricas.	19 Zamora Chinchipe	0
Servicios	J6110 Actividades de telecomunicaciones alámbrica.	19 Zamora Chinchipe	0
Servicios	J6010 Transmisiones de radio.	19 Zamora Chinchipe	0
Servicios	J5920 Actividades de grabación de sonido y edición de música.	19 Zamora Chinchipe	nan
Servicios	J5912 Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión.	19 Zamora Chinchipe	0
Servicios	J5911 Actividades de producción de películas cinematográficas, vídeos y programas de televisión.	19 Zamora Chinchipe	0
Servicios	J5819 Otras publicaciones.	19 Zamora Chinchipe	0
Servicios	J5813 Publicación de periódicos, diarios y revistas.	19 Zamora Chinchipe	nan
Servicios	J5811 Publicación de libros, periódicos y otras actividades de publicación.	19 Zamora Chinchipe	nan
Servicios	I5630 Actividades de servicio de bebidas.	19 Zamora Chinchipe	0
Servicios	I5621 Suministro de comidas por encargo.	19 Zamora Chinchipe	0
Servicios	I5610 Actividades de restaurantes y de servicio móvil de comidas.	19 Zamora Chinchipe	0
Servicios	I5510 Actividades de alojamiento para estancias cortas.	19 Zamora Chinchipe	0
Servicios	H5320 Actividades de mensajería.	19 Zamora Chinchipe	0
Servicios	H5310 Actividades postales.	19 Zamora Chinchipe	nan
Servicios	H5224 Manipulación de carga.	19 Zamora Chinchipe	nan
Servicios	H5221 Actividades de servicios vinculadas al transporte terrestre.	19 Zamora Chinchipe	0
Servicios	H5210 Almacenamiento y depósito.	19 Zamora Chinchipe	0
Servicios	H4923 Transporte de carga por carretera.	19 Zamora Chinchipe	0
Servicios	H4922 Otras actividades de transporte de pasajeros por vía terrestre.	19 Zamora Chinchipe	826,702
Servicios	H4921 Transporte urbano y suburbano de pasajeros por vía terrestre.	19 Zamora Chinchipe	0
Servicios	E3700 Evacuación de aguas residuales.	19 Zamora Chinchipe	nan
Servicios	E3600 Captación, tratamiento y distribución de agua.	19 Zamora Chinchipe	0
Servicios	D3510 Generación, transmisión y distribución de energía eléctrica.	19 Zamora Chinchipe	0
Servicios	S9609 Otras actividades de servicios personales n.c.p.	20 Galápagos	0
Servicios	S9602 Actividades de peluquería y otros tratamientos de belleza.	20 Galápagos	0
Servicios	S9601 Lavado y limpieza, incluida la limpieza en seco, de productos textiles y de piel.	20 Galápagos	0
Servicios	S9529 Reparación de otros bienes personales y enseres domésticos.	20 Galápagos	0
Servicios	S9524 Reparación de muebles y accesorios domésticos.	20 Galápagos	0
Servicios	S9523 Reparación de calzado y artículos de cuero.	20 Galápagos	nan
Servicios	S9522 Reparación de aparatos de uso doméstico y equipo doméstico y de jardinería.	20 Galápagos	nan
Servicios	S9512 Reparación de equipo de comunicaciones.	20 Galápagos	nan
Servicios	S9511 Reparación de computadoras y equipo periférico.	20 Galápagos	0
Servicios	S9499 Actividades de otras asociaciones n.c.p.	20 Galápagos	0
Servicios	S9491 Actividades de organizaciones religiosas.	20 Galápagos	0
Servicios	S9420 Actividades de sindicatos.	20 Galápagos	0
Servicios	S9411 Actividades de asociaciones empresariales y de empleadores.	20 Galápagos	0
Servicios	R9329 Otras actividades de esparcimiento y recreativas n.c.p.	20 Galápagos	0
Servicios	R9319 Otras actividades deportivas.	20 Galápagos	0
Servicios	R9312 Actividades de clubes deportivos.	20 Galápagos	0
Servicios	R9311 Explotación de instalaciones deportivas.	20 Galápagos	0
Servicios	R9200 Actividades de juegos de azar y apuestas.	20 Galápagos	nan
Servicios	R9103 Actividades de jardines botánicos y zoológicos y reservas naturales.	20 Galápagos	nan
Servicios	R9101 Actividades de bibliotecas y archivos.	20 Galápagos	nan
Servicios	R9000 Actividades creativas, artísticas y de entretenimiento.	20 Galápagos	0
Servicios	Q8890 Otras actividades de asistencia social sin alojamiento.	20 Galápagos	0
Servicios	Q8690 Otras actividades de atención de la salud humana.	20 Galápagos	0
Servicios	Q8620 Actividades de médicos y odontólogos.	20 Galápagos	0
Servicios	Q8610 Actividades de hospitales y clínicas.	20 Galápagos	nan
Servicios	P8550 Actividades de apoyo a la enseñanza.	20 Galápagos	nan
Servicios	P8549 Otros tipos de enseñanza n.c.p.	20 Galápagos	0
Servicios	P8541 Enseñanza deportiva y recreativa.	20 Galápagos	nan
Servicios	P8521 Enseñanza secundaria de formación general.	20 Galápagos	nan
Servicios	P8510 Enseñanza preprimaria y primaria.	20 Galápagos	0
Servicios	O8423 Actividades de mantenimiento del orden público y de seguridad.	20 Galápagos	nan
Servicios	O8412 Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios	20 Galápagos	nan
Servicios	O8411 Actividades de la administración pública en general.	20 Galápagos	nan
Servicios	N8230 Organización de convenciones y exposiciones comerciales.	20 Galápagos	0
